"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x2453006546","x1483943536156635137",2022-01-19 23:24:44,"jamie_dunkin","👍 https://t.co/mxngV7hoaH","Twitter for iPhone",39,,,,FALSE,TRUE,0,5,,,,,,,,"http://pbs.twimg.com/media/FJgGonRaUAAqFV6.jpg","https://t.co/mxngV7hoaH","https://twitter.com/Evan_M_G/status/1483943376907292676/photo/1","photo","http://pbs.twimg.com/media/FJgGonRaUAAqFV6.jpg","https://t.co/mxngV7hoaH","https://twitter.com/Evan_M_G/status/1483943376907292676/photo/1",,"x2490667777","Evan_M_G","und",,,,,,,,,,,,,,,,"x1483943376907292676","👍 https://t.co/mxngV7hoaH",2022-01-19 23:24:06,"Twitter for iPhone",58,5,"x2490667777","Evan_M_G","Evan Morgan Grahame",2221,2562,15714,"Melbourne, Victoria","Journalist ⚽️ Digital content producer with @abcsport, friends with @bengubana, COYI grahame.evan@abc.net.au",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1483943536156635137","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x2453006546","x1483956836290424834",2022-01-20 00:17:35,"jamie_dunkin","cannot get over Morrison wanting kids to drive forklifts. i take back everything I’ve said about him having no ideas.","Twitter for iPhone",117,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1483956836290424834","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x2453006546","x1483934675878187008",2022-01-19 22:49:31,"jamie_dunkin","frankly i'm shocked this doesn't happen more https://t.co/y1u1gj3XrR","Twitter Web App",44,,,,TRUE,FALSE,0,0,,,,,"twitter.com/TheAthleticUK/…","https://t.co/y1u1gj3XrR","https://twitter.com/TheAthleticUK/status/1483831774287470596",,,,,,,,,,,"en","x1483831774287470596","The FA is investigating a yellow card received by an Arsenal player in a Premier League fixture this season, amid concerns of suspicious betting patterns.",2022-01-19 16:00:37,"Twitter for Advertisers",9938,2580,"x970939705629069312","TheAthleticUK","The Athletic UK",317703,269,23834,"UK","Every football story that matters. Breaking news. In-depth analysis. Ad-free.
📲 App: https://t.co/cYRNRszGJv.
🔖 Subscribe: https://t.co/MbFrxStwri.",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1483934675878187008","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x2453006546","x1484001495037390850",2022-01-20 03:15:02,"jamie_dunkin","We give up","Twitter for iPhone",22,,,,FALSE,TRUE,0,450,,,,,,,,,,,,,,,,"x38612007","chaser","en",,,,,,,,,,,,,,,,"x1483971618741587968","We give up",2022-01-20 01:16:19,"Twitter Web App",3957,450,"x38612007","chaser","The Chaser",209421,199,7195,"Sydney","Striving for mediocrity since 1999. By reading our tweets you agree to grant us power of attorney.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1484001495037390850","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x2453006546","x1483934137669267457",2022-01-19 22:47:23,"jamie_dunkin","he's actually just ron swanson https://t.co/24LYf9Xkjk https://t.co/dOabqVdhvX","Twitter Web App",54,,,,TRUE,FALSE,2,0,,,,,"twitter.com/mathaiaus/stat…","https://t.co/24LYf9Xkjk","https://twitter.com/mathaiaus/status/1483927256938737664","http://pbs.twimg.com/media/FJf-MR8agAApctZ.png","https://t.co/dOabqVdhvX","https://twitter.com/jamie_dunkin/status/1483934137669267457/photo/1","photo","http://pbs.twimg.com/media/FJf-MR8agAApctZ.png","https://t.co/dOabqVdhvX","https://twitter.com/jamie_dunkin/status/1483934137669267457/photo/1",,,,"en","x1483927256938737664","Me to my 6yo: hey bud, remember when you loved forklifts and diggers and bulldozers and wanted to drive one but I said that you were too young? Well, have I got news for you... https://t.co/rsKiulo5v8",2022-01-19 22:20:02,"Twitter for Android",266,32,"x951502784","mathaiaus","balkan tennis dad",12003,1042,1680,"MEL","czechoslovak yourself before you wreckoslovak yourself",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1483934137669267457","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x2453006546","x1483958427579994118",2022-01-20 00:23:54,"jamie_dunkin","@RunThemMemes https://t.co/9GS1TcYapd","TweetDeck",23,"x1483957422213701633","x2154226069","RunThemMemes",FALSE,FALSE,0,0,,,,,"au.finance.yahoo.com/news/forklift-…","https://t.co/9GS1TcYapd","https://au.finance.yahoo.com/news/forklift-children-scott-morrison-000245272.html",,,,,,,,,"x2154226069","RunThemMemes","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jamie_dunkin/status/1483958427579994118","J.\mie","Wangal land, Inner West Sydney","writer / journalist for @wgtc_site and others within the GAMURS Group. love a bit of sokkah (sydney fc / fulham). fella behind @asothdotcom. he/him","https://t.co/HyPAzamA7y",FALSE,902,1558,14,29153,33256,2014-04-19 11:48:07,FALSE,"https://t.co/HyPAzamA7y","https://ahotknifethroughbutter.wordpress.com/",,"https://pbs.twimg.com/profile_banners/2453006546/1542465881","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1481212060503769091/yXtBAU5M_normal.jpg"
"x1240046736460009472","x1484001529497800706",2022-01-20 03:15:10,"cassylovesSB19","Si Ninang Dunkin'

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
Listen to #Bazinga_SB19 https://t.co/wB7Y3huMbg","Twitter for Android",84,,,,TRUE,FALSE,0,0,,,"SB19 Bazinga_SB19",,"twitter.com/SB19RTSquad_12…","https://t.co/wB7Y3huMbg","https://twitter.com/SB19RTSquad_125/status/1483992403665387521",,,,,,,,,"x1006064993282842624","SB19Official","en","x1483992403665387521","🚨 RED ALERT!!

FROM 143.1k - 173k ang gap nila sa atin.

REPLY
10 ENDORSEMENT OF SB19

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19",2022-01-20 02:38:54,"Twitter for Android",157,409,"x1389397125071446016","SB19RTSquad_125","(125) SB19 RT SQUAD |",6935,2665,43852,"Republic of the Philippines","JoshTin | MAHALIMA | SB19 Team Booster 💙

https://t.co/F2elEdKrbj",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/cassylovesSB19/status/1484001529497800706","Kare✨🌑","🇵🇭","My heart will always choose to stay w/ SB19 hanggang sa huli🍂 Since Go Up Era✨","https://t.co/7mtcLoqAgO",FALSE,521,667,0,43566,21709,2020-03-17 22:46:19,FALSE,"https://t.co/7mtcLoqAgO","https://sb19official.com/",,"https://pbs.twimg.com/profile_banners/1240046736460009472/1642503322",,"http://pbs.twimg.com/profile_images/1483392838197211136/3WLtYwlA_normal.jpg"
"x1356816886399295489","x1484001525957820416",2022-01-20 03:15:09,"Berry_Lovely08","@SB19RTSquad_125 @SB19Official Dunkin pasalubong ng bayan

BAZINGA KEEP THE BUZZ
@SB19Official #SB19

Listen and Stream #Bazinga_SB19","Twitter Web App",102,"x1483992403665387521","x1389397125071446016","SB19RTSquad_125",FALSE,FALSE,0,0,,,"SB19 Bazinga_SB19",,,,,,,,,,,,,"x1389397125071446016 x1006064993282842624 x1006064993282842624","SB19RTSquad_125 SB19Official SB19Official","tl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Berry_Lovely08/status/1484001525957820416","Justlovely🇵🇭|🍓","Bacolod City, Philippines","Expect nothing, appreciate everything. /// Avid fan of C-drama.

#SecretInTheLattice

STELLBERRY🍓🍓🍓",,FALSE,471,531,1,21141,37569,2021-02-03 04:09:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/1356816886399295489/1642478207",,"http://pbs.twimg.com/profile_images/1483422804897054720/L2Tg30KE_normal.jpg"
"x1673174989","x1484001499361398790",2022-01-20 03:15:03,"fraxinus89","Pepsi or Dunkin?

BAZINGA MAINSTAY BBHTS
@SB19Official #SB19
#SB19TopsBillboardHTS
#Bazinga_SB19 is my hype song!","Twitter for Android",134,,,,FALSE,TRUE,0,11,,,"SB19 SB19TopsBillboardHTS Bazinga_SB19",,,,,,,,,,,,,"x1323857868701929475 x1006064993282842624","IamAdachrisTINe SB19Official","en",,,,,,,,,,,,,,,,"x1481845113462861827","Pepsi or Dunkin?

BAZINGA MAINSTAY BBHTS
@SB19Official #SB19
#SB19TopsBillboardHTS
#Bazinga_SB19 is my hype song!",2022-01-14 04:26:21,"Twitter for Android",15,11,"x1323857868701929475","IamAdachrisTINe","Jessᵃᵛ⁰⁸ | CHECK 📌 TWT",1099,987,15148,"Farm ni Ajero🍓","Gusto ko sa babae yung may TIN sa huli ng pangalan -Stell 2k20

she/her | 16

@ClowniStell",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fraxinus89/status/1484001499361398790","Nobody 🐺🌕","","🌎 TEAM STANWORLD 🌎 The views and opinion on my tweet, related or not to the fandom, will not defined the whole fandom nor the idols I stan.","https://t.co/zkUjDCZxTz",FALSE,1523,1605,1,91453,68310,2013-08-15 13:09:13,FALSE,"https://t.co/zkUjDCZxTz","http://atinxsb19.com/",,"https://pbs.twimg.com/profile_banners/1673174989/1642481810","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483136979055247362/pFUFwflZ_normal.jpg"
"x1673174989","x1484000830290202625",2022-01-20 03:12:24,"fraxinus89","What's your favorite dunkin donut flavor?

BAZINGA MAINSTAY BBHTS
@SB19Official #SB19
#SB19TopsBillboardHTS
#Bazinga_SB19 is my hype song!","Twitter for Android",140,,,,FALSE,TRUE,0,9,,,"SB19 SB19TopsBillboardHTS",,,,,,,,,,,,,"x1323857868701929475 x1006064993282842624","IamAdachrisTINe SB19Official","en",,,,,,,,,,,,,,,,"x1481843066160189441","What's your favorite dunkin donut flavor?

BAZINGA MAINSTAY BBHTS
@SB19Official #SB19
#SB19TopsBillboardHTS
#Bazinga_SB19 is my hype song!",2022-01-14 04:18:12,"Twitter for Android",14,9,"x1323857868701929475","IamAdachrisTINe","Jessᵃᵛ⁰⁸ | CHECK 📌 TWT",1099,987,15148,"Farm ni Ajero🍓","Gusto ko sa babae yung may TIN sa huli ng pangalan -Stell 2k20

she/her | 16

@ClowniStell",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fraxinus89/status/1484000830290202625","Nobody 🐺🌕","","🌎 TEAM STANWORLD 🌎 The views and opinion on my tweet, related or not to the fandom, will not defined the whole fandom nor the idols I stan.","https://t.co/zkUjDCZxTz",FALSE,1523,1605,1,91453,68310,2013-08-15 13:09:13,FALSE,"https://t.co/zkUjDCZxTz","http://atinxsb19.com/",,"https://pbs.twimg.com/profile_banners/1673174989/1642481810","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483136979055247362/pFUFwflZ_normal.jpg"
"x1673174989","x1484001491748671489",2022-01-20 03:15:01,"fraxinus89","Ninang Dunkin 

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19 https://t.co/4ouSWBNYGz","Twitter for Android",104,,,,TRUE,FALSE,0,0,,,"SB19 SB19TopsBillboardHTS Bazinga_SB19",,"twitter.com/IamAdachrisTIN…","https://t.co/4ouSWBNYGz","https://twitter.com/IamAdachrisTINe/status/1481845113462861827",,,,,,,,,"x1006064993282842624","SB19Official","en","x1481845113462861827","Pepsi or Dunkin?

BAZINGA MAINSTAY BBHTS
@SB19Official #SB19
#SB19TopsBillboardHTS
#Bazinga_SB19 is my hype song!",2022-01-14 04:26:21,"Twitter for Android",15,11,"x1323857868701929475","IamAdachrisTINe","Jessᵃᵛ⁰⁸ | CHECK 📌 TWT",1099,987,15148,"Farm ni Ajero🍓","Gusto ko sa babae yung may TIN sa huli ng pangalan -Stell 2k20

she/her | 16

@ClowniStell",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fraxinus89/status/1484001491748671489","Nobody 🐺🌕","","🌎 TEAM STANWORLD 🌎 The views and opinion on my tweet, related or not to the fandom, will not defined the whole fandom nor the idols I stan.","https://t.co/zkUjDCZxTz",FALSE,1523,1605,1,91453,68310,2013-08-15 13:09:13,FALSE,"https://t.co/zkUjDCZxTz","http://atinxsb19.com/",,"https://pbs.twimg.com/profile_banners/1673174989/1642481810","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1483136979055247362/pFUFwflZ_normal.jpg"
"x1332391887966146560","x1484001431669866498",2022-01-20 03:14:47,"atinmoko","@SB19RTSquad_125 Netflix, Mulbit Me, Samsung Philippines, Pepsi Philippines, TM, Monde Nissin, Lazada Philippines, Dunkin Donuts Philippines, Yopokki, Montbest

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19","Twitter Web App",232,"x1483992403665387521","x1389397125071446016","SB19RTSquad_125",FALSE,FALSE,0,0,,,"SB19 SB19TopsBillboardHTS Bazinga_SB19",,,,,,,,,,,,,"x1389397125071446016 x1006064993282842624","SB19RTSquad_125 SB19Official","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/atinmoko/status/1484001431669866498","MAKI ㊂¹³ 🐺 OLBAP AlphaComesHome","Republic of the Philippines","tw // moody, opinionated, muteworthy","https://t.co/J0J9Fo8Gdx",FALSE,479,514,0,28626,5914,2020-11-27 18:33:51,FALSE,"https://t.co/J0J9Fo8Gdx","http://sb19spoti-stream.carrd.co",,"https://pbs.twimg.com/profile_banners/1332391887966146560/1642484441",,"http://pbs.twimg.com/profile_images/1483306355813273602/yt6Z-47V_normal.jpg"
"x798401","x1484001408101892102",2022-01-20 03:14:41,"caff","This one for Dunkin’ was fun. Gronk gives office workers motivational speeches. 

https://t.co/TsENKA7pl2","Twitter for iPhone",105,"x1484001405924950020","x798401","caff",FALSE,FALSE,0,0,,,,,"jbgoldman.myportfolio.com/the-great-dd-g…","https://t.co/TsENKA7pl2","https://jbgoldman.myportfolio.com/the-great-dd-gronk-off-for-dunkin-donuts",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/caff/status/1484001408101892102","✨ J A N E ✨","LAX / BOS / In your dreams","Creative Director. Strategist. Writer. Loves innovative ideas, creativity, science/nature, culture & cooking. Caffeinated dog mama. Ad geek. ᗰᗩᗪE Oᖴ ᔕTᗩᖇᗪᑌᔕT.","https://t.co/LEdLC61qKt",FALSE,2733,1241,396,41922,51125,2007-02-27 15:43:14,FALSE,"https://t.co/LEdLC61qKt","https://findingconnection.substack.com/",,"https://pbs.twimg.com/profile_banners/798401/1512745313","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1444101345716408321/ly49XYTZ_normal.jpg"
"x824474438288764928","x1484001390435438594",2022-01-20 03:14:37,"jingleAbelle","@WUTangKids I prefer Dunkin’. Recently however, I noticed their pricing is more inline with “Charbucks”.","Twitter for iPhone",92,"x1483967264487522304","x1359581713198960647","WUTangKids",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1359581713198960647","WUTangKids","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jingleAbelle/status/1484001390435438594","Jingle Belle","United States","Traveling medical professional. Covid-19 is real. Stay home, wear your mask, wash your hands. (She/Her)",,FALSE,185,438,0,4823,27521,2017-01-26 04:29:58,FALSE,,,,,,"http://pbs.twimg.com/profile_images/824747861644554240/Ff1-rjko_normal.jpg"
"x1379343955372875777","x1484001326862602245",2022-01-20 03:14:22,"JFaramiranfar1","@SB19RTSquad_125 @SB19Official Acer
Dunkin
Lucky me
KFC
Samsung
Pepsi 
at madami paaaaaa

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19","Twitter for Android",140,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x1377775767971536899 x1389397125071446016 x1006064993282842624","Aden62301041 SB19RTSquad_125 SB19Official","en",,,,,,,,,,,,,,,,"x1484000859172536320","@SB19RTSquad_125 @SB19Official Acer
Dunkin
Lucky me
KFC
Samsung
Pepsi 
at madami paaaaaa

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19",2022-01-20 03:12:30,"Twitter Web App",0,1,"x1377775767971536899","Aden62301041","Basco🌱JoKenTell🌱OT5@Pagsibol🌱",2325,3910,14342,"Bacoor, Cavite ","I AM A'TIN FOR SB19 ONLY SORRY PO MADAMOT AKO
A'TIN Since April 2019 @athena1804 #adenabasco",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JFaramiranfar1/status/1484001326862602245","AndriodA'TIN for SB19's MUSIC forever","","special",,FALSE,1136,1234,0,25796,28340,2021-04-06 08:03:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/1379343955372875777/1625034899",,"http://pbs.twimg.com/profile_images/1483364066324189189/4-YAZouH_normal.jpg"
"x586224627","x1484001276123918336",2022-01-20 03:14:10,"asdjKatie","According to Google the Dunkin at Foxwoods is open 24 hours.... 🤯🤯 Casinos man... How are they real?","Twitter for Android",100,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/asdjKatie/status/1484001276123918336","asdjKatie","New Donk City","What you see is what you get / Fangirl of many things / ''A bit of both.'' 💖💜💙 / Marvel stan fully returned from the grave! (Spoilers) / She/her",,FALSE,207,634,2,16980,36051,2012-05-21 01:33:50,FALSE,,,,"https://pbs.twimg.com/profile_banners/586224627/1628124595","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1439375821152600068/jem00-Ig_normal.jpg"
"x1414859221611413508","x1484001222071783427",2022-01-20 03:13:57,"Sunsenrae1819","@SB19RTSquad_125 @SB19Official Merry Munchkins of Dunkin'donuts

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

#Bazinga_SB19 is our hype song!","Twitter for Android",140,,,,FALSE,TRUE,0,11,,,"SB19",,,,,,,,,,,,,"x871225747 x1389397125071446016 x1006064993282842624 x1006064993282842624","Mysuperjayne SB19RTSquad_125 SB19Official SB19Official","en",,,,,,,,,,,,,,,,"x1483996775161929729","@SB19RTSquad_125 @SB19Official Merry Munchkins of Dunkin'donuts

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

#Bazinga_SB19 is our hype song!",2022-01-20 02:56:17,"Twitter for Android",1,11,"x871225747","Mysuperjayne","JANEEY 🍓🇵🇭 MONSTER'S VOTER TEAM ²⁰²¹ (IA)",1391,1100,41483,"SB19, Caloocan City","21 | I sing and lead |💙 SB19 💙| STELLVESTERBERRY🍓",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sunsenrae1819/status/1484001222071783427","Sunsenrae εз ???","GrandLine","GIE | 24 | A'tin 9.20.19 | I'm a STRAWBERRY🍓 planted near the POULTRY 🐣 // 💚💜💛🖤❤️💙
 - Back up acct turned into Main - Tambay sa Youtube ˢᵗᵉˡˡᵛᵉˢᵗᵉʳ -うるさい",,FALSE,1098,933,1,24067,12463,2021-07-13 08:08:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/1414859221611413508/1642501764",,"http://pbs.twimg.com/profile_images/1483595796578594816/0gT4zJxi_normal.jpg"
"x1414859221611413508","x1484001265113714688",2022-01-20 03:14:07,"Sunsenrae1819","@SB19RTSquad_125 @SB19Official Dunkin'

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19","Twitter for Android",140,,,,FALSE,TRUE,0,17,,,"SB19 SB19TopsBillboardHTS",,,,,,,,,,,,,"x1396712045190340608 x1389397125071446016 x1006064993282842624 x1006064993282842624","EsangBalmores SB19RTSquad_125 SB19Official SB19Official","en",,,,,,,,,,,,,,,,"x1483993036069564418","@SB19RTSquad_125 @SB19Official Dunkin'

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19TopsBillboardHTS

Listen to #Bazinga_SB19",2022-01-20 02:41:25,"Twitter for Android",2,17,"x1396712045190340608","EsangBalmores","Esang🌱🇵🇭",199,244,9200,"Ilocos Region","SB19 stan account. Stan talent, stan PPOP kings🤴🏻🤴🏻🤴🏻🤴🏻🤴🏻, STAN SB19 🍗🌭🌽🍡🍓MAHALIMA💙 Main acc: @Jhesa_lovesSB19",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sunsenrae1819/status/1484001265113714688","Sunsenrae εз ???","GrandLine","GIE | 24 | A'tin 9.20.19 | I'm a STRAWBERRY🍓 planted near the POULTRY 🐣 // 💚💜💛🖤❤️💙
 - Back up acct turned into Main - Tambay sa Youtube ˢᵗᵉˡˡᵛᵉˢᵗᵉʳ -うるさい",,FALSE,1098,933,1,24067,12463,2021-07-13 08:08:32,FALSE,,,,"https://pbs.twimg.com/profile_banners/1414859221611413508/1642501764",,"http://pbs.twimg.com/profile_images/1483595796578594816/0gT4zJxi_normal.jpg"
"x1440953831286722567","x1484001206670622721",2022-01-20 03:13:53,"eytinPETRA","@SB19RTSquad_125 @ken0838bibe_ @SB19Official flask/sb19 photocards na may free donut. Dunkin 🙈🤣

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19BillboardHTS
Listen to #Bazinga_SB19","Twitter for Android",139,,,,FALSE,TRUE,0,1,,,,,,,,,,,,,,,,"x992544604623847424 x1389397125071446016 x1361549634187845632 x1006064993282842624","stellberry_ghi SB19RTSquad_125 ken0838bibe_ SB19Official","en",,,,,,,,,,,,,,,,"x1484001063631933440","@SB19RTSquad_125 @ken0838bibe_ @SB19Official flask/sb19 photocards na may free donut. Dunkin 🙈🤣

BAZINGA KEEP THE BUZZ
@SB19Official #SB19
#SB19BillboardHTS
Listen to #Bazinga_SB19",2022-01-20 03:13:19,"Twitter for Android",0,1,"x992544604623847424","stellberry_ghi","STLLBRRY 🍓",269,249,12859,"Philippines","*Taga farm pero nangangapitbahay din sa ihawan,maisan,freezer at manukan  💙",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/eytinPETRA/status/1484001206670622721","ˢᵇ¹⁹ᵀᵉᵃᵐᵇᵒᵒˢᵗᵉʳGDM1👾Ba👾ck👾u👾p👾","","RT, Reply Challenge and Radio Request Back Up Account",,FALSE,74,145,0,5090,459,2021-09-23 08:19:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1440953831286722567/1632386148",,"http://pbs.twimg.com/profile_images/1440954835914801153/HxufL0np_normal.jpg"
