"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x4568994033","x1484006807072825345",2022-01-20 03:36:08,"Lennondac","BREAKING NEWS: Joe Manchin and Kyrsten Sinema voted with Republicans to block Democrats effort to change filibuster rules. 

It’s over.","Twitter for iPhone",140,,,,FALSE,TRUE,0,18,,,,,,,,,,,,,,,,"x1221462414744596483","RpsAgainstTrump","en",,,,,,,,,,,,,,,,"x1484006215801835521","BREAKING NEWS: Joe Manchin and Kyrsten Sinema voted with Republicans to block Democrats effort to change filibuster rules. 

It’s over.",2022-01-20 03:33:48,"Twitter for iPhone",43,18,"x1221462414744596483","RpsAgainstTrump","Republicans against Trumpism",195854,2174,43113,"","We're Republicans and Conservatives fighting against racism, conspiracy theories, corruption and any remnants of Trumpism.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Lennondac/status/1484006807072825345","Deborah","Rhode Island, United States","Hopeful American...hoping we learn from our national nightmare...hoping we move forward toward racial, social & economic equity and justice for ALL Americans!",,FALSE,2300,601,1,224928,592460,2015-12-22 15:35:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/4568994033/1611156934",,"http://pbs.twimg.com/profile_images/1415350954359238657/S4ak2qyR_normal.jpg"
"x4568994033","x1484007170018525184",2022-01-20 03:37:35,"Lennondac","49-51: Senate blocked the Freedom to Vote John R. Lewis Act from advancing to a final passage vote along party lines. 60 votes were needed. Schumer changed his vote to No to allow for another vote. Democrats Manchin and Sinema both voted Yes. https://t.co/1azc3xJ3J9","Twitter for iPhone",140,,,,FALSE,TRUE,0,125,,,,,,,,,,,,,,,,"x317980134","CraigCaplan","en",,,,,,,,,,,,,,,,"x1483982018497204225","49-51: Senate blocked the Freedom to Vote John R. Lewis Act from advancing to a final passage vote along party lines. 60 votes were needed. Schumer changed his vote to No to allow for another vote. Democrats Manchin and Sinema both voted Yes. https://t.co/1azc3xJ3J9",2022-01-20 01:57:38,"Twitter Web App",177,125,"x317980134","CraigCaplan","Craig Caplan",27519,2776,89176,"","@CSPAN Capitol Hill Producer. Reads the Congressional Record every day. Former @RTCACapitolHill Chair. Philly fan since birth. @AmericanU alum. #FlyEaglesFly",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Lennondac/status/1484007170018525184","Deborah","Rhode Island, United States","Hopeful American...hoping we learn from our national nightmare...hoping we move forward toward racial, social & economic equity and justice for ALL Americans!",,FALSE,2300,601,1,224928,592460,2015-12-22 15:35:10,FALSE,,,,"https://pbs.twimg.com/profile_banners/4568994033/1611156934",,"http://pbs.twimg.com/profile_images/1415350954359238657/S4ak2qyR_normal.jpg"
"x93709716","x1484007167237763072",2022-01-20 03:37:34,"klw2112","Democrats investigated Trump for 5 years because they said he was a Russian asset, spent millions of dollars, and came up with no evidence.
Meanwhile, their president literally gave the green light to Putin to invade Ukraine on live television.
They are what they accuse others of","Twitter for iPhone",139,,,,FALSE,TRUE,0,48,,,,,,,,,,,,,,,,"x879548970082721792","rising_serpent","en",,,,,,,,,,,,,,,,"x1484004912077971460","Democrats investigated Trump for 5 years because they said he was a Russian asset, spent millions of dollars, and came up with no evidence.
Meanwhile, their president literally gave the green light to Putin to invade Ukraine on live television.
They are what they accuse others of",2022-01-20 03:28:37,"Twitter for Android",109,48,"x879548970082721792","rising_serpent","Rising serpent 🇺🇸",97516,2871,106125,"United States","The lips of wisdom are closed, except to the ears of Understanding",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/klw2112/status/1484007167237763072","klw2112","","❤️🇺🇸 Gab and Gettr @klw2112",,FALSE,447,1339,4,4718,20628,2009-11-30 20:46:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/93709716/1358215789","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/1347708746777165836/peyVua4I_normal.jpg"
"x1083921438241890304","x1484006683634454535",2022-01-20 03:35:39,"mac66230402","The Democrats’ election reform bill has failed in the Senate.

Go America.","Twitter for iPhone",93,,,,FALSE,TRUE,0,501,,,,,,,,,,,,,,,,"x930552552302792705","DanCrenshawTX","en",,,,,,,,,,,,,,,,"x1483987604408307712","The Democrats’ election reform bill has failed in the Senate.

Go America.",2022-01-20 02:19:50,"Twitter for iPhone",8476,501,"x930552552302792705","DanCrenshawTX","Dan Crenshaw",1174330,840,3248,"Houston, TX","Dan Crenshaw, Congressman, Lieutenant Commander (Ret), a former Navy SEAL.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mac66230402/status/1484006683634454535","mac","","",,FALSE,24,167,0,8020,19411,2019-01-12 02:59:43,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1083921438241890304","x1484007166944161796",2022-01-20 03:37:34,"mac66230402","Biden has spent 1/4 of his presidency in Delaware and 2 hours today deflecting blame for the crises he created.

One year on the job with Democrats in full control. That's more than enough time for Americans to recognize that he has failed at his job.","Twitter for iPhone",140,,,,FALSE,TRUE,0,337,,,,,,,,,,,,,,,,"x19739126","GOPLeader","en",,,,,,,,,,,,,,,,"x1483992358303809536","Biden has spent 1/4 of his presidency in Delaware and 2 hours today deflecting blame for the crises he created.

One year on the job with Democrats in full control. That's more than enough time for Americans to recognize that he has failed at his job.",2022-01-20 02:38:44,"Twitter Web App",1747,337,"x19739126","GOPLeader","Kevin McCarthy",1396307,1420,18712,"Bakersfield, CA","Republican Leader and Representative of California's 23rd District in the House of Representatives.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/mac66230402/status/1484007166944161796","mac","","",,FALSE,24,167,0,8020,19411,2019-01-12 02:59:43,FALSE,,,,,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x23547529","x1484007166654795777",2022-01-20 03:37:34,"banksisme","@Sen_JoeManchin and @SenatorSinema why don't you just change parties? You aren't serving the Democrats or your constituents any purpose at all! #justgo #theworst #filibuster #VotingRightsActNow  #senatedebate","Twitter for Android",208,,"x234374703","Sen_JoeManchin",FALSE,FALSE,0,0,,,"justgo theworst filibuster VotingRightsActNow senatedebate",,,,,,,,,,,,,"x234374703 x1080844782","Sen_JoeManchin SenatorSinema","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/banksisme/status/1484007166654795777","Donna Banks","Washington DC area","Nothing but death can keep me from it!",,FALSE,53,595,0,5054,2373,2009-03-10 02:56:12,FALSE,,,,,"http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/2575967851/emrrxzzhr7rbfpodq46b_normal.jpeg"
"x1321975998938755073","x1484007166138892289",2022-01-20 03:37:34,"IAMCAMAR1","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.","Twitter Web App",140,,,,FALSE,TRUE,0,159,,,,,,,,,,,,,,,,"x32871086","kylegriffin1","en",,,,,,,,,,,,,,,,"x1484006521805557764","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.",2022-01-20 03:35:00,"Twitter Web App",261,159,"x32871086","kylegriffin1","Kyle Griffin",1276034,817,79335,"Manhattan, NY","Senior Producer. MSNBC's @TheLastWord. Opinions mine. Do not congratulate.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/IAMCAMAR1/status/1484007166138892289","Claudia","Mister Rogers Neighborhood, PA","Left leaning lifelong Democrat 🌊 Animal rights 🐘🦁. 🐱 lover. Vegetarian. Lost my account of 12 years (cmarpa). Trying to find old friends. Climate.Boosted 💉",,FALSE,2496,3464,10,114045,102004,2020-10-30 00:43:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/1321975998938755073/1604070463",,"http://pbs.twimg.com/profile_images/1333252816429871104/8sHa_Yb4_normal.jpg"
"x91286395","x1484007164691714056",2022-01-20 03:37:34,"__asiamonaee","Republicans are straight BULLYING democrats in the senate 😂😂😂","Twitter for iPhone",61,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/__asiamonaee/status/1484007164691714056","Peanut Head","Long Beach, CA","",,FALSE,961,413,0,131669,55356,2009-11-20 06:42:08,FALSE,,,,"https://pbs.twimg.com/profile_banners/91286395/1639175548","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/1411087724543496196/9r6GjVVR_normal.jpg"
"x1156346099134816256","x1484007164641374211",2022-01-20 03:37:34,"MerryMe51697010","BREAKING: Rep. Eric Swalwell to lead House Democrats and activists in singing ""We Shall Overcome"" on the steps of U.S. Capitol to express solidarity in opposition to ""Jim Crow 2.0.""

""We're gonna sing our way to giving blacks the right to vote,"" Swalwell told reporters.","Twitter for Android",139,,,,FALSE,TRUE,0,920,,,,,,,,,,,,,,,,"x18342379","JeffOnTheRight","en",,,,,,,,,,,,,,,,"x1483876124983808014","BREAKING: Rep. Eric Swalwell to lead House Democrats and activists in singing ""We Shall Overcome"" on the steps of U.S. Capitol to express solidarity in opposition to ""Jim Crow 2.0.""

""We're gonna sing our way to giving blacks the right to vote,"" Swalwell told reporters.",2022-01-19 18:56:51,"Twitter Web App",3622,920,"x18342379","JeffOnTheRight","Jeff Charles, Great Negro At The Time",28854,1037,111096,"Austin, TX","Host of A Fresh Perspective Podcast. Author for RedState and LibertyNation. 

I spit hot satire.

Check out my projects: https://t.co/pqDO99JsZj…",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MerryMe51697010/status/1484007164641374211","Merry_Margaret","Ohio, USA","Pro Life.🇺🇸 2A.BSN.Minor in research/statistics.PTworking class FT mom. Brave/stunning once a year.",,FALSE,1644,2218,1,47058,101264,2019-07-30 23:29:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/1156346099134816256/1610094737",,"http://pbs.twimg.com/profile_images/1481967562200076294/_GQ08lQ4_normal.jpg"
"x3182042640","x1484007164091895811",2022-01-20 03:37:34,"realrobertomara","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.","Twitter for iPhone",140,,,,FALSE,TRUE,0,159,,,,,,,,,,,,,,,,"x32871086","kylegriffin1","en",,,,,,,,,,,,,,,,"x1484006521805557764","Breaking: Senate Republicans, along with Democratic Sens. Manchin and Sinema, have just blocked changing the filibuster rules for Democrats' voting rights and election package.",2022-01-20 03:35:00,"Twitter Web App",261,159,"x32871086","kylegriffin1","Kyle Griffin",1276034,817,79335,"Manhattan, NY","Senior Producer. MSNBC's @TheLastWord. Opinions mine. Do not congratulate.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/realrobertomara/status/1484007164091895811","Robert O'Mara","Los Angeles, CA","Actor and goofball. I don't like tomatoes. Represented by Carrie Macy Talent Agency (424)281-0256 https://t.co/sXk2C4rhsM","https://t.co/1a4bxl8GIe",FALSE,1346,1131,40,32747,290703,2015-05-01 19:51:29,FALSE,"https://t.co/1a4bxl8GIe","http://imbd.me/robertomara",,"https://pbs.twimg.com/profile_banners/3182042640/1518285323","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1414726865093160961/lkvJUIDI_normal.jpg"
"x2383004647","x1484007162544275460",2022-01-20 03:37:33,"MMillard58","Virginia Democrats Throw Hissy Fit At Republican Governor’s First Address https://t.co/eRN5CU3Hm2 via @YouTube","Twitter Web App",110,,,,FALSE,FALSE,0,0,,,,,"youtu.be/KqksuOrjZpE","https://t.co/eRN5CU3Hm2","https://youtu.be/KqksuOrjZpE",,,,,,,,,"x10228272","YouTube","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MMillard58/status/1484007162544275460","Michael Millard","","",,FALSE,310,27,0,29387,2,2014-03-11 02:14:46,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/477146893365956608/DUIe2OhE_normal.jpeg"
"x1221555019968733184","x1484007162351292417",2022-01-20 03:37:33,"Snoopy6613","Today, 50 Democrats in the Senate executed the will of the people and voted to advance the Freedom to Vote: John R. Lewis Act. 

Maddeningly, in our current system, that is not enough. But let me be clear, the fight is not over. 🧵","Twitter for iPad",140,,,,FALSE,TRUE,0,192,,,,,,,,,,,,,,,,"x73754019","harrisonjaime","en",,,,,,,,,,,,,,,,"x1483999144113065984","Today, 50 Democrats in the Senate executed the will of the people and voted to advance the Freedom to Vote: John R. Lewis Act. 

Maddeningly, in our current system, that is not enough. But let me be clear, the fight is not over. 🧵",2022-01-20 03:05:41,"Twitter Web App",956,192,"x73754019","harrisonjaime","Jaime Harrison, DNC Chair",764355,7648,20175,"South Carolina","Proud husband, father, @Bojangles and @Marvel fan. Son of a single mom. Fighting for working folks everywhere as chair of @TheDemocrats.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Snoopy6613/status/1484007162351292417","Snoopy66","United States","Just me being me",,FALSE,174,79,1,47991,73290,2020-01-26 22:06:37,FALSE,,,,"https://pbs.twimg.com/profile_banners/1221555019968733184/1613778035",,"http://pbs.twimg.com/profile_images/1362909977942183939/O1YbF1Dq_normal.jpg"
